,Sample name,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_2,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_3,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4,20210304_CE_45min_SinoWT_AA_4
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
Name,
32893,,,,,,,,,,,,,,,359704,,242931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32891,,,,,,,,,314933,,,344319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511254,,,,,,,,,
32889,,,,,,,,,,,,,,,,,,,,,,,591309,551571,315164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32878,,,,,,,,,,,,,,,,,,,,,324323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32875,,,,,,,,,,,,,,425159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32874,,,,,,,,,,,,,,,382361,164895,,,,,,,,,,,419508,522065,,,,,,,,80168.4,,,,,,,,520565,,,,,535659,,,,,,
32873,,,,,,,,,,,,,,,,,176242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627780,870237,,,,,,,,
32872,,,,,,,,,,,,,441899,,,,,,,,,,,,,,,,368696,,,,,,,,,,,,,,,,747823,,,731357,,,,,,,
32871,,,,,,,,,,,,440962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32870,,,,,,,,,323601,,490706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32869,,,,,,,,,,,,,,,,,,,,,,,,,,598918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32867,,,,,,,,,,434092,,,,,,,,,,,,338287,547013,,432399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32861,,,,,,,,,,,,,,,,,,,,,,,,406872,,,,,,,,,,,,,,,,,295995,,,,,,,,,,,,,,
32860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80319,,,,,,,,,,,,,,,,,,,,
32856,,,,,,,,,,,,,,,,,195960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442387,,,,,
32854,,,,,,,,,,,,,,,,,,,,,,,,,,,296693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32853,,,,,,,,,,,,,,,379720,,,,,,,,,,,,,,,,,,,64570.8,,,,,,,,,,,,,,415887,,,,204910,,,
32852,,,,,,,,,,,,,,255631,,359939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447941,,,,,,,,
32850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540303,,,,,,,,,,
32848,,,,,,,,,352933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129940,,
32842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335250,,,,,,,,,,,,,,,,,,,,,,,,,
32841,,,,,,,246161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504539,287450,,,,,
32838,,,,,,,,,,,,,,,,,,,90542.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32837,,,,,,,,,,,,,,,,,281083,191956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32836,,,,,,,,,,,,,,,403706,,,,,,,,,,,,,,,,109851,,,,,,,,,,,,,,,,,,,,322370,,,,
32834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653979,,,,,,,,
32833,,,,,,,,,,,,,,,,,,,,,,,,,,,368543,,,,,105356,,,,,,,,,,,,,,,,,,,,,,,
32831,,,,,,,,,,,,,441056,,,,,,,,,,,,,567596,,621996,452192,,,,,,,,,,,,,,,,,,,,,,,,,,
32830,,,,,,,,,,,,,,358461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32829,,,,,,,,,,,,525098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752543,903078,,,,,,,,,
32828,,,,,,,,,,,,,,,,,,,,,,,,544605,,,,,,,,,,,,,,,,,,,,520198,,,,,,,,,,,
32827,,,,,,,,,,,472785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32826,,,,,,,,,473613,,,,,,,,,,,,,,455805,,539535,,,,,,,,,,,,,,190053,,,,,,,,,,,,,,,,
32825,,,11446.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32824,,,,,,243508,,,,547251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363160,,,,,,,,,,,,,
32823,,13810.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352032,,,,,,,,,,,,,,
32821,,,,15877.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32820,,,,,,,,,,,,,,,,,,,,,297719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136660,,,,,,,,,,,,,,,,,,,,,,,
32811,,,,,,,,,,,,,,,,,,,,,,,,,,,,419141,,,,,,,,,,,,,,,,,,,,,,,,,,,
32810,,,,,,,,,,,,,,,,,,,,,,,,,,,315189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32809,,,,,,,,,,,,,276471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536943,,,,,,,,,,
32808,,,,,,,,317393,,,,,,,,,,,,,,,,,,510062,,,,,,,,,,,,,,,,,809092,,,,,,,,,,,,
32807,,,,,,,,,,,,278069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317277,,,,,,,,,,,,,
32805,,,,,,,,,,,,,,,,,,,,,,,,507453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350258,,,710682,,,,,,,,,,,
32802,,,,,,,255768,,,,,,,,,,,,,,,,477904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670816,,,,
32799,,,,,,,,,,,,,,,,447695,,,,,,,,,,,,,,358663,,,226661,,,,,,,,,,,,,,,,,,,,197556,306194,
32798,,,,,,,,,,,,,,335793,,,,150937,,,,,,,,,,,,,370474,125752,,162270,,,,,,,,,,,,,,,759010,,,563137,,,
32797,,,,,,,,,,,,,,,382368,,394542,,277431,,,,,,,,,,,,,,,,110378,,,,,,,,,,,,740538,,,707149,,,,,
32796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923073,,,,,,,
32795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343220,,,,,,,,,,,,,,,,,,,,,,,,,,
32788,,,,,,,,,,,,,,,,,,,,,,447656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32787,,,,,,,,,,,,,308932,,,,,,,,,,,,427515,,,472186,,,,,,,,,,,,,,,,,,420723,,,,,,,,,
32786,,,,,,,,,,,,,,,,,,,,,476383,,,,,,,,,,,,,,,,,,,,432865,,,,,,,,,,,,,,
32785,,,,,,,273374,,,,,,,,,,,,,,,,,523476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32780,,,,,,,,,,,,,,,,,,,,296809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32776,,,,,,,,,388315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32772,,,,,,,,,,,,,,,,,,,,,,,,,,394455,,,,,,,,,,,,,,,,,,832554,,,,,,,,,,,
32771,,,,,,,,,,,428893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513367,,607903,,,,,,,,,,
32770,,,,,,,,,,,,446007,337667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32769,,,,,,,,,,615785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32767,,,,,,,,,,,,,,,,,,,,,,,,588440,,,,,,,,,,,,,,,226392,,,,,,,,,,,,,,,,
32766,,,,,,,287345,436320,,,,,,,,,,,,,,,541047,,607497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32765,,,,,,,,,,,,,,331759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436608,
32759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75879.3,,,,,,,,,,,,,,,,,,,304958,,
32758,,,,,,,,,,,,,,,,,,,,,339380,,,,,,,,,,,,164385,,119246,,,,,,,,,,,,,,,,,,,,
32757,,,,,,,,,,,,,,,,,,201103,159007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767430,840330,407272,490556,,,
32756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306339,319517,,,,,,,,,,,,,,,,,,,,,,,
32755,,,,,,,,,,,,,,,,415948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32754,,,,,,,,,,,,,,,,,347331,,,,,,,,,,,,458121,,,,,,,,,,,,,,,,,,,,,,,,,,
32753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435091,,,,,,,,,,,,,,,,,,,,,,,,,
32752,,,,,,,,,,,,,,,427972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798021,,,,,,,
32751,,,,,,,,,,,,,384096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760578,,,,,,,,
32750,,,,,,,,,,,,499741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550584,,,,,,,,,
32749,,,,,,,,,,,,,,,,,,,,146970,,,,,,,391926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32747,,,,,,,,,,,,,,,,,,,,,,,,,,,,346137,,,,,,,,,,,,,,,,,,,,,,,,,,,
32746,,,,,,,,,,452454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676657,,660592,,,,,,,,,,
32745,,,,,,,,453377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32743,,,,,,,,,424775,,,,,,,,,,,,,493986,,,,,,,,,,,,,,,,,,,584979,,,,,,,,,,,,,,
32736,,,,,,,,,,,,,,,,,,,,,389237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32733,,,,,,,,,,,,,,,,,,,90399.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453481,,,,,,,,
32731,,,,,,,,,,,,,,428198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32730,,,,,,,,,,,,,,,,198003,,,,,,,,,,656014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32729,,,,,,,,,,,,,,,,,,,,,,,,,,,352195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32728,,,,,,,,,,,,,,,,,,,,,,,,,503609,,,,,,96621.8,,,,,,,,,,,,,,,,,,,,,,,,
32727,,,,,,,,,,,,,,,,,,,,,,,,,,,,439325,,,,,,,,,,,,,,,,1274300,747783,,,,,,,,,,
32726,,,,,,,,,,,485765,520214,395184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32725,,,,,,,,,473133,,,,,,,,,,,,,,,658913,,,,,,,,,,,,,,,,,,586648,624085,,,,,,,,,,,,
32724,,,,,,,,,,,,,,,,,,,,,,,641699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520424,,,,,,,,,,,,,,
32721,,,,,,,,,,400964,,,,,,,,,,,,496370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32715,,,,,,,,,,,,,,,,,,,93124.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32711,,,,,,,,,,,,,,,291144,,,,,,,,,,,,,,388120,,,,,,,,,,,,,,,,,,,,,,,,,,
32709,,,,,,,,,,,,413858,358790,,,,,,,,,,,,,,515033,,,,,,,,,,,,,,,,,,,,,,,177933,,,,,
32708,,,,,,,,,,,448681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603808,,544812,,,,,,,
32707,,,,,,,,538011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32706,,,,,,,,,,,,,,,,,,,,,496203,,595721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32704,,,,,,178999,,,,,,,,,,,,,,,,458229,,,,,,,,,,,,,,,,,,,,,,,820031,,,,,,,,,,
32702,,,,,,,,,,,,,,,,,,,,133791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32697,,,,,,,320359,,,,,,,,,483009,243598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32696,,,,,,,,,,,,,,,,,,,,,,,,,,594549,,,,319072,194189,,,,,,,,,,,,,,,,,,,,,,,,
32695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947095,,,,,,,,
32693,,,,,,,,,,,,,,412763,417198,,,117478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32692,,,,,,,,,,,,,,,,,,,,,,,,,,,,386886,,,,,,,,,,,,,,,,,,,,,396277,,,241312,,,
32691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494201,,,,,,,,,,,,,,,,,,,,,,,,177682,,
32690,,,,,,,,,,,,394213,420174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002810,,,,,,,,,,,
32688,,,,,,,,,,413775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32687,,,,,,,,,,,,,,,,,,,,,,,,,,,487781,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32686,,,,,,,,,,,473497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578170,,,,,,,,,,,,
32684,,,,,,,,,,,,,,,,,,,,,,,,,683841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32683,,,,,,,,450534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521291,,,,,,,,,,,,,,
32673,,,,,,,,,,,,,,,,,,167531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32672,,,,,,277555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177715,,
32668,,,,,,,,,497610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32667,,,,,,,,,,,,,,,,,,,,,,,,627526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807847,,,,,,,,,,,
32665,,,,,,,,,,,,,,,,,,,,,,180380,638939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32663,,,,,,,,,,521232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654830,,,,,,,,,,,,,,,
32662,,,,,,,,430410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32660,,,,,,,311950,,,,,,,,,,,,,,,,,,,,572992,,,,,,,,,,,,,,520261,,,,,,,,,,,,,,
32659,,,,,,,,,,,,,,,,,,,,,661306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185832,,,,,,,,,,,,,,,,,,,,,,,
32654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332710,,,,,218934,,,
32653,,,,,,,,,,,,,,,,575013,,205165,,,,,,,,,,631304,,,292775,,,,,,,,,,,,,,,,,,1108750,801864,,,,,
32652,,,,,,,,,,,,,,595257,443592,,377869,,,,,,,,,,,,,452092,,,,,,,,,,,,,,,,,,1175240,,,,,,,
32651,,,,,,,,,,,,,431766,,,,,,,,,,,,,,,,453614,,,,,,,,,,,,,,,,,901102,,,,,,,,,
32649,,,,,,,,,,,,,,,,,,,,,,,,,,518751,,,,,,,,,,,,,,,,,,,1119650,,,,,,,,,,
32648,,,,,,,,,,,,522601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32646,,,,,,,,,,579355,537159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32644,,,,,,,,,,,,,,,,,,,,,,,,,770205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32643,,,,,,,,358681,,,,,,,,,,,,,,,,448684,,,,,,,,,,,,,,,,,,,728526,,,,,,,,,,,,
32642,,,,,,,498723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696573,,,,,,,,,,,,,
32640,,,,,,,,,400435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32626,,,,,,,,,,,477164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839016,,,,,,,,,,,
32625,,,,,,,,,,604158,,416133,,,,,,,,,,,,,,,486003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32624,,,,,,,,,,,,,,,,,,,,,,,566482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32623,,,,,,,,,526158,,,,,,,,,,,,,,,570442,,,,,,,,,,,,,,,,,540444,,1035530,,,,,,,,,,,,
32622,,,,,,,500028,521466,,,,,,,,,,,,,,,,,,468130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32619,,,,,,,,,,,,,,,,,,,,,577128,690771,,,,,,,,,,,,,,,,,,581523,,,,,,,,,,,,,,,
32617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624020,,,,,,,,,,,,,
32615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175104,
32614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187324,,
32612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191410,,,,,,,
32611,,,,,,,,,,,,,,,,495153,301499,242070,147276,,,,,,,,,,397773,,147721,,82208.2,,,,,,,,,,,,,,,,,500990,449237,,,,
32610,,,,,,,,,,,,,,,476678,,,,,,,,,,,,,,,310830,,,,,,,,,,,,,,,,,,,770083,,,301354,,,
32609,,,,,,,,,,,,,,,,,,,,,,,,,,,,643520,,,,227821,,,,,,,,,,,,,,,,,,,,,,,
32608,,,,,,,,,,,,,,526833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259280,,,,,,,,
32607,,,,,,,,,,,,549447,666637,,,,,,,,,,,,,,516407,,,,,,,,,,,,,,,,,,,932822,,,,,,,,,
32606,,,,,,,,,,,,,,,,,,,,,,,,,,634463,,,,,,,,,,,,,,,,,792468,,924504,,,,,,,,,,
32605,,,,,,,,,,409268,544604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32604,,,,,,,,,450542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32603,,,,,,,,,,,,,,,,,,,,,,,,,554803,,,,,,,,,,,,,,,,,,,616295,,,,,,,,,,,
32601,,,,,,,347564,618389,,,,,,,,,,,,263960,,,,,,,,,,,,,,,,,,,193344,,,,,,,,,,,,,,,,
32600,,,,,,,,,,,,,,,,,,,,,650213,,506818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32588,,,,,,,,,,,,,,,,,,,,,,,,,,,483369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32587,,,,,,,,,,,,,,,,,,,,,,,,,,581573,,,,,,,,,,,,,,,,,611316,,,,,,,,,,,,
32586,,,,,,,,,,,,,328561,,,,,,,,,,,,,,,326665,,,,,,,,,,,,,,,,,,,349721,,,,,,,,
32585,,,,,,,,,,,,389458,,205944,,,,,,,,,,569016,,,,,,,,,,,,,,,,,,,,,,,,514064,,,,,,,
32584,,,,,,,,,,492817,510236,,,,,,,,,,,462510,,,,,,,,,,,,,,,,,,,,,,,,519673,,,,,,,,,
32583,,,,,,,,,,,,,,,,,,,,,,,,,720943,,,,,,,,,,,,,,,,,,,565057,799941,,,,,,,,,,
32582,,,,,,,,,496178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654672,,,,,,,,,,,,,,
32579,,,,,,331221,,,,,,,,,,,,,,,,,713325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32578,,,,,,,489716,,,,,,,,,,,,,250970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32577,,,,,,,,,,,,,,,,,,,,,581784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189548,,,,,
32576,,,,,,,,587798,,,,,,,,,,,,,,,,,,,,,,,,,,,96986.1,,,,,,,,,,,,,,,,,,,,
32575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676683,,,,,,,,,,,,,,,
32569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339619,,,,
32566,,,,,,,,,,,,,,,,,109294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32565,,,,,,,,,,,,,,,308949,,,,,,,,,,634541,,,,,230420,,,,,,,,,,,,,913919,,,,964960,,,,,,,,
32564,,,,,,,,,408432,,,458254,,,,,,,,,,535168,,718107,,,,,,,,,,,,,,,,,,,,,755683,1116930,,812151,,,,,,,
32563,,,,,,,,,,684333,,,,,,,,,,,,,,,,,559017,,,,,,,,,,,,,,,1061360,,893067,,,,,,,,,,,
32562,,,,,,,,,,,684425,,,414156,,,,,,,,,,,,,,561790,397760,,,,,,,,,,,,,,,,,,,,,,,,,,
32561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748307,,,,,,,,,,,,,,
32557,,,,,,324176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314639,,,,,,,,,,,,,,,,
32549,,,,,,,,,,,,,,,,327060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32548,,,,,,,,,,,,,616565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017170,,418333,,,,,,
32547,,15812.2,,,,,,,,,,705553,,,250211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888315,,,,,,,,,
32546,,,,,,,,,,,,,,,,,,,,,,,,,,854932,,,,,,,,,,,,,,,,,,1082400,,,,,,384001,,,,,
32545,,,,,,,,,,562089,508925,,,,,,,,,,,,,,824390,,,,,,,,,,,,,,,,,,,,1306450,,,,,,,,,,
32543,,,,,,,,,612677,,,,,,,,,,,,,,,492107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802036,,,,,,,,,,,,
32540,,,,,,,507769,602450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32539,,,,,,,,,,,,,,,,,,,,,555235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32528,,,,,,,,,,,,,,,,266368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32527,,,,,,,,,,,,,,,,,,,,,,,,,,,,435812,,,,,,,,,,,,,,,,,,,,,296226,,,,,,
32526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117208,,,,,,,,,,,,,,,,693829,,,,,,,
32525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202724,,,,,,,,,,,,,,,,,,,,,,,,,
32524,,,,,,,,,,,483526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32523,,,,,,,,,,646836,,,,,,,,,,,,875587,,,,,,,,,,,,,,,,,,,,973507,,,,,,,,,,,,,
32522,,,,,,,,662266,639620,,,,,,,,,,,,,,902584,,572301,,,,,,,,,,,,,,,,837979,,845615,,,,,,,,,,,,
32521,,,,,,,,,,,,,,,,,,,,,,,,715435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
