,Sample name,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_1_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_2_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo,20210315_HILIC_intact_Andrea_SinoWT_lowres_3_redo
32560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742103,,,,,,,,,,,
32559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359262,,,,,,,,,,,,
32556,,,,,,,,,,,,,,,,,,,,,,,,,443926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32549,,,,,,,406527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32548,,,,,,,,,,,,6157150,2411060,,,,205723,,,,,,,,,,,,,6009050,1620120,,,,,,,,,,,,,,,,,5216650,1394930,,,,,,
32547,,,,,,,,,,,2521830,,,,,,,,,,,,,,,,,,,,,,,,203904,,,,,,,,,,,,,,,,,,,,
32546,,,,,,,,,,,,,,829750,,,,,,,,,,,,,,,3072120,,,,,,,,,,,,,,,,,,2860300,,,,,,,,
32545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755762,,,,,,,,,,,,,,,,,,,,,,,
32544,,,,,,,,,,,,,,,,411210,,,,,,,,,,,,,,,,,,369365,,,,,,,,,,,,,,,,616493,,,,,
32543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242855,,,
32542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530196,,,,
32541,,,,,,,,,,,,,,,723447,,,,,,,,,,,,,,,,,,596913,,,,,,,,,,,,,,,,,,,,,,
32534,,,,,,,,858184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064080,,,,,,,,,,,
32532,,,,,,,,,,,,,,,,,,,,,,,,,,,1632090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32530,,,,,,,,,1121290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432590,,,,,,,,,,
32529,,,,,,,,,,3515250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32528,,,,,,,,,,,,,,,,,,,,,,,,,,,,3302620,,,,,,,,,,,,,,,,,,,,,,,,,,,
32527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513340,,,,,,,,,
32525,,,,,,,497564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32524,,,,,,,,,,,1791770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145864,,,,
32513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287610,,,,,,,,,,,,,,,,,,,,,,
32512,,147884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32510,,,,,,,,,,,,,,,279207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32509,,,,,,,,,,,,,,1935130,,,,,,,,,,,,,,,,,,1787520,,,,,,,,,,,,,,,,,,1661970,,,,,
32508,,,,,,,,,,,,,8107720,,,,,,,,,,,,,,,,,,7315800,,,,,,,,,,,,,,,,,,6571390,,,,,,
32506,,,,,,,,,,,,5945780,,,,,,,,,,,,,,,,,,5321810,,,,,,,,,,,,,,,,,,5246520,,,,,,,
32505,,,,,,,,,,,2160670,,,,,,,,,,,,,,,,,,3334130,,,,,,,,,,,,,,,,,,2957160,,,,,,,,
32504,,,,,,,,,,,,,,,,,,,,,,,,,,1217630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32502,,,,,,,,1012560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32501,,,,,,,,,2393040,,,,,,,,,,,,,,,,,,1973970,,,,,,,,,,,,,,,,,1130150,,,,,,,,,,,
32499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702470,,,,,,,,,,
32495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167405,,,,,,,,,,,,,,,,,,
32493,,,80363.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32489,,,,,,,,,,2038340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32488,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622580,,,,,,,,,,,,,,,,,,2387290,,,,,,,,,
32485,,,,,,,,,,,3526330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880860,,,,,,,,,,,,,,,,,,2617680,,,,,,,,
32477,,,,,,,350034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32475,,,66409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432925,,,,,,,,,,,,,,,,,,,,,,
32470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283501,,,,
32469,,,,,,,,,,,,,,,483969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631710,,,,,,,,,,,,,,,,,,3222730,,,,,
32467,,,,,,,,,,,,,,4161270,,,,,,,,,,,564888,,,,,,4551780,,,,,,,,,,,,,,,,,,4232940,,,,,,
32466,,,,,,,,,,,,,5373540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32465,,,,,,,,,,,,3882850,,,,,,,,,,,,,,,,,,4692260,,,,,,,,,,,,,,,,,,4150460,,,,,,,
32462,,,,,,,,,,,,,,,,,,,,,,,,,,,1693760,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32461,,,,,,,,,1848080,2422390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170031,,,
32460,,,,,,,,744192,,,,,,,,,,,,,,,,,,,,2064860,,,,,,,,,,,,,,,,,1560290,1935610,,,,,,,,,
32456,,,,,,,,,,,,,,,,,,,,,,,,,,1066970,,,,,,,,,,,,,,,,,,891860,,,,,,,,,,,
32442,,,,,,,,,,,2990880,,,,,,,,,,,,,,,,,,3617200,,,,,,,,,,,,,,,,,,3448750,,,,,,,,
32441,,,,,,,,,,,,3981890,,,,,,,,,,,,,,,,,,3007470,,,,,,,,,,,,,,,,,,2690810,,,,,,,
32440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320836,,,,,,,,,,,,,,,,,,,,,,
32437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608008,,,,,,,,,,,,,,,,,,560821,,,,,
32436,,,,,,,,,,,,,,725859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797618,,,,,,
32434,,,,,,,,,,,,,1110560,,,,,,,,,,,,,,,,,,900380,,,,,,,,,,,,,,,,,,,,,,,,
32428,,,,,,,,,,,,,,,,,,,,,,,,,,1248080,,,,,,,,,,,,,,,,,566944,,,,,,,,,,,,
32427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231590,,,,,,,,,,,
32426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35289.3,,,,,,,,,,,,,,,,,
32425,,,,,,,,,1896070,,,,,,,,,,,,,,,,,,2164520,,,,,,,,,,,,,,,,,,2190650,,,,,,,,,,
32423,,,,,,,601775,,,6979940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32422,,,,,,,,1266160,,,,,,,,,,,,,,,,,,,,7673530,,,,,,,,,,,,,,,,,,6720200,,,,,,,,,
32421,,,,,,,,,,,,,,,228740,,,,,,,,,,339913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930431,,,,,,
32418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281322,,,,,,,,,,,,,,,,,,,,,,
32403,,,,,,,,,,,,5280660,,,,,,,,,,,,,,,,,,5578220,,,,,,,,,,,,,,,,,,4811290,,,,,,,
32402,,,,,,,,,,,4468940,,2591260,,,,,,,,,,,,,,,,4491220,,1862700,,265320,,,,,,,,,,,,,,3639100,,1481440,,,,,,
32400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381026,,,,,
32398,,,,,,,,,,,,,,427488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3621590,,,,,,,,,,
32386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643613,,,,,,,,,,,,
32385,,,,,,,,2075450,4074150,,,,,,,,,,,,,,,,,2892850,,,,,,,,,,,,,,,,,,2429010,,,,,,,,,,,
32384,,,,,,,,,,6676870,,,,,,,,,,,,,,,,,4063280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32383,,,,,,,,,,,,,,,,,,,,,,,,,673693,,,6591040,,,,,,,,,,,,,,,,,,5206000,,,,,,,,,
32380,,,,,,,,,,,2721600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616263,,,,,
32366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720841,,,,,,,,,,,,,,,,,,,,,,,
32363,,,,,,,,,,,,,6098670,1066640,,,,,,,,,,,,,,,,,5641280,,,,,,,,,,,,,,,,,,4879360,,,,,,
32362,,,,,,,,,,,,8385920,,,,,,,,,,,,,,,,,,7674070,,,,,,,,,,,,,,,,,,6887080,,,,,,,
32361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3209080,,,,,,,,,,,,,,,,,,3146360,,,,,,,,
32360,,,,,,,396305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32356,,,,,,,,,,4595720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32354,,,,,,,,,,,,,,,,,,,,,,,,,791799,,,4270570,,,,,,,,,,,,,,,,,,,,,,,,,,,
32352,,,,,,,,,,,,,,,,,,,,,,,,,,900095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32348,,,,,,,,953363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885526,,,,,,,,,,,
32346,,,,,,,,,,,,,,,,,,,,,,,,,,,3521750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32345,,,,,,,,,2961130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3167810,,,,,,,,,,
32344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692341,,,,,,,,,,,,
32342,,,,,,,,,,,4725270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3385200,,,,,,,,,
32341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4050790,,,,,,,,,,,,,,,,,,3273010,,,,,,,,
32335,,,,,,,,,,,,,,,,,,,,,,,,,818038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32323,,,,,,,,,1596560,,,,,2313850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3126690,,2039500,,,,,,,,,,,,,,,,,,1741770,,,,,
32321,,,,,,,,,,,,2337830,6628590,,275045,,,,,,,,,,,,,,,,5828090,,269431,,,,,,,,,,,,,,,2935280,5149730,,,,,,
32319,,,,,,,,,,,,,,,,,,,,,80262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056290,,,,,,,,,,,
32312,,,,,,,492629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32310,,,,,,,,2088820,,,,,,,,,,,,,,,,,,2070450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849653,,,,,,,,,,,,
32299,,,,,,,,,,,,,,,,,,,,,,,,,912163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3861750,,,,,,,,,,,,,,,,,,,,,,,,,,
32297,,,,,,,,,,,4049630,2644630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3419740,,,,,,,,
32296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2029070,,,,,,,,,,,,,,,,,,1969560,,,,,,,
32291,,,,,,,,,,,,,740680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786250,,,,,,,,,
32290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550627,,,,,,,,,,,,,,,,,,637759,,,,,,
32288,,,,,,,,,,,,,,,,,,,,,,,,,,,,4290900,,,,,,,,,,,,,,,,,,,,,,,,,,,
32285,,,,,,,,,,5383010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287017,,,,,,,,,,,,,,,,,,,,,,,
32281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092100,,,,,,,,,,
32280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57560.6,,,,,,,,,,,,,,,,,
32279,,,,,,,,,,,,,,,,,,,,,,,,,,,4817120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32277,,,,,,,,3908540,,,,,,,,,,,,,,,,,1106260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809519,,,,,,,,,,,,
32274,,,,,,,,,,,,,,,,,,,,,,,,,,5732300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32273,,,,,,,731484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5743900,,,,,,,,,,,
32269,,,,,,,,,7190090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32268,,,,,,,,,,,,,,339544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362508,,,,,
32262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3415730,,,,,,,,,,
32258,,,,,,,,,,,,,1055260,,,,,,,,,,,,,,,,,,820305,,,,,,,,,,,,,,,,,,766702,,,,,,
32257,,,,,,,,,,,,4199090,,,,,,,,,,,,,,,,,,3901430,,,,,,,,,,,,,,,,,,3042860,,,,,,,
32256,,,,,,,,,,,5315630,,,,,,,,,,,,,,,,,,6612230,,,,,,,,,,,,,,,,,,5589650,,,,,,,,
32243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911950,,,,,,,,,,,,
32241,,,,,,,,,,,,,,,,,,,,,,,,,1142560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32240,,,,,,,,,,,,,,,,,,,,,,,,,,,,12690400,,,,,,,,,,,,,,,,,,10118500,,,,,,,,,
32239,,,,,,,,,,13279800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32238,,,,,,,935752,3380720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32237,,,,,,,,,,,,,,,,,,,,,,,,,,4117650,6460170,,,,,,,,,,,,,,,,,4811870,5804300,,,,,,,,,,
32235,,,,,,,,,6551190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32234,,,,,,,,,,,,,,417775,,,,,,,,,,,,,,,,,,397286,311714,,,,,,,,,,,,,,,,,,,,,,
32232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201336,,,,
32225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326795,,,,,
32217,,,,,,,,,,,,7381320,2477280,,,,,,,,,,,,,,,,,7243830,2015570,,,,,,,,,,,,,,,,,6779060,1643270,,,,,,
32216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2164310,,,,,,,,
32215,,,,,,,,,,,2626330,,,,,,,,,,,,,,,,,,2507460,,,,,,,,,,,,,,,,,,,,,,,,,,
32207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39457.7,,,,,,,,,,,,,,,,,
32201,,,,,,,,,,,,,,,,,,,,,,,,,,4424280,,,,,,,,,,,,,,,,,,3512780,,,,,,,,,,,
32200,,,,,,173218,,4212070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32199,,,,,,,,,,,,,,,,,,,,,,,,,1157350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32198,,,,,,,,,,,4258080,,,,,,,,,,,,,,,,,,3016820,,,,,,,,,,,,,,,,,,2539800,,,,,,,,
32197,,,,,,,,,,8424630,,,,,,,,,,,,,,,,,,8713680,,,,,,,,,,,,,,,1170510,,4909340,7680140,,,,,,,,,
32196,,,,,,,,,4400910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32195,,,,,,,,,,,,,,,,,,,,,,,,,,,4932710,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236339,,,,,,,,,,,,,
32190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310515,,,,,,,,,,,,,,,,,,,,,,,
32181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329172,,,,,
32177,,,,,,,945127,,,,,,,381063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32176,,,,,,,,,,,,,4741360,,,,,,,,,,,,,,,,,1605410,4551710,,,,,,,,,,,,,,,,,,4000390,,,,,,
32175,,,,,,,,,,,,1532320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1773750,,,,,,,
32161,,,,,,,,27663900,,,,,,,,,,,,,,,,,,45095700,,,,,,,,,,,,,,,,,,49383100,,,,,,,,,,,
32160,,,,,,,,,46858400,,,,,,,,,,,,,,,,1555700,,27304900,,,,,,,,,,,,,,,,,,16142500,,,,,,,,,,
32159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283800,,,,,,,,,,,,
32156,,,,,,,,,,,,1071300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841781,,,,,,,,,,,,,,,,4263370,,767356,,,,,,,
32154,,,,,,,,,,,,,,,,,,,,,,,,,,,,4523530,4940040,,,,,,,,,,,,,,,,,,4303820,,,,,,,,
32153,,,,,,,,,,,5627570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32146,,,,,,,,,,3677400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32144,,,,,,,,,,,,,377992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327403,,,,,,
32132,,,,,,,,3560860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144340,,,,,,,,,,,,
32129,,,,,,,1643280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32128,,,,,,,,,,,,,,,,,,,,,,,,,2433100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253892,,,,,,,,,,,,,,,,,,,,,,,
32122,,,,,,,,,,,,,,,,,,,,,,,,,,4019070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32120,,,,,,,,,,,,,,,,,,,,,,,,,,,25698500,,,,,,,,,,,,,,,,,6628790,21393900,,,,,,,,,,
32119,,,,,,,,,29069600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172619,,,,,,,,,,,,,,,,,,,,
32113,,,,,,,,,,,,,421347,,,,,,,,,,,,,,,,,,398472,,,,,,,,,,,,,,,,,,,,,,,,
32110,,,,,,,,,,,,3108370,,,,,,,,,,,,,,,,,4480620,2386220,,,,,,,,,,,,,,,,,4048830,1946290,,,,,,,
32107,,,,,,,,,,,4027570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32102,,,,,,,,,,,,,,,,,,,,,,,,,,,,6509400,,,,,,,,,,,,,,,,,,5424020,,,,,,,,,
32101,,,,,,,,,,5417820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32093,,,,,,,,20023800,,,,,,,,,,,,,,,,,,21628700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32092,,,,,,,,,,,,,,,,,,,,62172.4,,,,,2608640,,,,,,,,,,,,,,,,,,2805190,20165800,,,,,,,,,,,
32082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249441,,,,,,,,,,,,,,,,,,312402,,,,,
32079,,,,,,,1257250,,14582000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32078,,,,,,,,,,,,,,,,,,,,,,,,,,,14893700,,,,,,,,,,,,,,,,,,13019500,,,,,,,,,,
32077,,,,,,,,,,6626030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32076,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196690,,,,,,,,,,,,,,,,,,,,,,,,,,,
32075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2203450,,,494641,,,,,,
32073,,,,,,,,,,,,,751327,,,,,,,,,,,,,,,,,,514677,,,,,,,,,,,,,,,,,,,,,,,,
32072,,,,,,,,,,,,2865640,,,,,,,,,,,,,,,,,,3021130,,,,,,,,,,,,,,,,,,2983280,,,,,,,
32070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765710,,,,,,,,,,,,,,,,,,1620450,,,,,,,,
32069,,,,,,,,,,,2131160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32062,,,,,,,1055750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32054,,,,,,,,,,,,,,,,,,,,,,,,,1250510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32053,,,,,,,,,,,,,,,,,,,,,,,,,,,,4983790,,,,,,,,,,,,,,,,,,,,,,,,,,,
32052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267880,,,,,,,,,,,,
32051,,,,,,,,7328850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32050,,,,,,,,,,,,,,,,,,,,,,,,,,10186400,,,,,,,,,,,,,,,,,,10780900,,,,,,,,,,,
32040,,,,,,,,,11742800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
