,Sample name,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210305_C2_70min_RayWT_lowMS1_redo_1,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210306_C2_80min_RayWT_lowMS1_2,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3,20210308_C2_80min_RayWT_lowMS1_3
,Peak #,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Name,
33495,,,,,,,,,,,,,,,,1397700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33485,,,,,,,,,,3607700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8065660,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400260,,,,,,,,,,,,,,,,,,,,,
33478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894800,,,,,,,,
33474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485730,,,,,,,,,,,,,,,,,,,,
33469,,,,,,,,4407540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910440,,,,,,,,,,,
33467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15111000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8069900,,,,,,,,,,
33465,,,,,,,,,9353790,,,,,,,,,,,,,,,,,,,,,,10275800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33448,,,,,,,,,,,15167200,,,2489330,,,,,,,,,,,,,,,,,,,26397300,,5613610,,,,,,,,,,,,,,,,,,,,,,,,,,
33447,,,,,,,,,,19348100,,,,,,,,,,,,,,,,,,,,,13132200,,,,,,,,,,,,,,,,,,,,,12636500,11958600,,,,,,,,
33446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24831800,,11549800,,,,,,,,,,,,,,,,,,,,1558150,,,,,,,
33445,,,,,,,,,8848830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33443,,,,,,,,,,,,,,,,2571480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33437,,,,,,,,,,,,,,,,,2040430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952320,,,,,,,,,,,,
33435,,,,,,,,,,,,,,,,,,,1661750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667865,,,,,,,
33398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4435870,,,,,,,,,,
33394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4530100,,,,,,,,,,,,,,,,,,,,,8537120,,,,,,,,,
33391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17082800,12292900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33390,,,,,,,,,,9708230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5153480,,,,,,,,
33383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658510,,,,,,,,,,,,,,,,,,,,,,
33365,,,,,,,,,,9149170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262180,,,,,,,
33362,,,,,,,,,,,,,,,,,1787400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12693100,7242920,,,,,,,,,
33360,,,,,,,,,16654500,,,,,,,,,,,,,,,,,,,,,,24827700,5211620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21646700,,,,,,,,,,,,,,,,,,,,4520070,,,,,,,,,,,
33344,,,,2526020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33325,,,,,,,,,,,2531930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210510,,,,,,,
33321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7749550,6485790,,,,,,,,,,,,,,,,,,,,3863510,,,,,,,,,
33320,,,,,,,,,12735000,,,,,,,,,,,,,,,,,,,,,,,,5800490,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4846940,11762000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33316,,,,,,,,,,,,,,,,,,1879930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517630,,,,,,,,,,,,,,,,,,,,
33303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5802250,,,,,,,,,,
33302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9780410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33301,,,,,,,,,9396400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33289,,,,,,,,,,,,,2528010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33286,,,,,,,,,,11504300,,,,,,,,,,,,,,,,,,,,,,14837900,14868300,,,,,,,,,,,,,,,,,,,6514190,,,,,,,,,
33285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3569360,,,,,,,,,,,,,,,,,,,6316720,,,,,,,,
33283,,,,,,,,,,,6858770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2725530,,,,,,,,,,,
33272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225358,,
33252,,,,,,,,,,,,,,,,1790020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282995,,,,,
33246,,,,,,,,,,,14219500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20811600,,34374800,11557600,,,,,,,,,,,,,,,,,4523730,18262400,9528150,,,,,,,,
33244,,,,,,,,,,38703900,,,,,,,,,,,,,,,,,,,,,,31040800,,,3828220,,,,,,,,,,,,,,,,,,,,,,375846,,,,
33243,,,,,,,,,12701700,,,,2718950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2644350,,,,,,,,,,,,,,,,,,,,,
33240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313389,,,
33218,,,,,,,,4252040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5260880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6849810,,,,,,,,,,,
33198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8652270,8743770,,,,,,,,,
33197,,,,,,,,,15533300,,,,,,,,,,,,,,,,,,,,,,18384400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9941730,,8189470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33195,,,,3233300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657554,,,,,,,
33193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259994
33176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9945890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3743900,,,,,,,,,,,
33158,,,,,,,,,,13742800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281077,,,,,
33156,,,,,,,,,19455900,,,,,,,,,,,,,,,,,,,,,,20972600,,,,,,,,,,,,,,,,,,,,10581700,12085500,,,,,,,,,
33155,,,,,,,,,,,,2948650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4910400,,,,,,,,,,,
33154,,,,,,,,,,,,,2536010,,,,,,,,,,,,,,,,,27962900,,8288750,4366270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33153,,,,,,,,,,,4777270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33148,,,,,,,,,,,,,,,,,,,1809930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888050,,,,,,,,
33112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2557110,,,,,,,,,,,,,,,,,,,,,,,,,,,
33111,,,,,,,,,,,,,,,,1529750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524927,,,
33106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489201,,,,,,,,,,,,,,,,
33105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035350,,,,,,,,,,,
33104,,,,,,,,8451380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10957800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33100,,,,,,,,,17144300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16010000,8620520,,,,,,,,,
33099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26643100,20293000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33083,,,,,,,,,,,4768490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14228200,,,,,,,,,,,,,,,,,,,,7447390,,,,,,,,
33079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7957470,,,,,,,,,,,,,,,,,,,,,,,,,,,
33077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9908230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4958700,,,,,,,,,
33070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12692900,,,,,,,,,,,,,,,,,,,,,,2002010,,,,,,,,,,
33069,,,,,,,,,,,,,,2535620,,,,,,,,,,,,,,14050200,,,,,,,,,,,,,,,,,,,,,,6204000,,,,,,,,,,,
33050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4269820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33036,,,,,,,,8500570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4976320,,,,,,,,,,,,,,,,,,,,,,,2492750,,,,,,,,,
33032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2378380,,,,,,,,,,,
33029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405820,,,,,,,,
33027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4236420,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33022,,,,,2859140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32995,,,,,,,,,,17179000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2359180,,,,,,,,,,7166740,,16948800,,,,,,,,,
32994,,,,,,,,,30013700,,,,,,,,,,,,,,,,,,,,,29489300,39292400,17323100,,,,,,,,,,,,,,,,,,,15978700,,,,,,,,,,
32993,,,,,,,,,,,,,,,,,,,,,1610550,,,,,,,,,,,,6862050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32992,,,,,,,,,,,,,,2438950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32990,,,,,,,,,,,,,,,,,,,,,,764875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2248170,,,,,,,,,,,,,,,,,,,,,,,237798,,,,
32975,,,,,,,,,,,2815890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32956,,,,,,,,,,,,,,,,,,,,,,,,,,,,9890710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12319200,,,,,,,,,,,,,,,,,,,,6596690,,,,,,,264152,,
32953,,,,,,,,20755500,34616300,,,,,,,,,,,,,,,,,,,,19483200,31613200,24994700,,,,,,,,,,,,,,,,,,,,18517000,,,,,,,,,,
32952,,,,,,,,,,5129180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12121200,,,,,,,,,,,
32947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054130,,,,,,,
32934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5083770,,,,,,,,,
32932,,1106570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236206,,,,
32927,,,,,,,3294210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32924,,,,,,,,,,3150020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11606400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7496260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32920,,,,,,,,,,,5952600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2741460,,,,,,,,,,,,,,,,,,,,,,,,,,
32912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815518,,,,,,
32908,,,,,,,,,5568930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32907,,,,,,,,19456300,,,,,,,,,,,,,,,,,,,,,,13832300,,,,,,,,,,,1600510,,,,,,,,,,,,,,,,,,,,
32906,,,,,,,,,,,,,,,,,,,,,,,,,,,,8245890,27403800,,,,,,,,,,,,,,,,,,,,,12357900,6475840,,,,,,,,,,
32891,,,,,,,10274200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439500,,,,,,,,,,,,,,,,,,,,,,,
32880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9178750,,,,,,,,
32879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14592700,,,,,,,,,,,,,,,,,,,,6937280,,,,,,,,,
32878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19987200,9487550,,,,,,,,,,,,,,,,,,,,,,,,,,,
32877,,,,,,,,,,,8778140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32876,,,,,,,,,,7367350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7885360,,,,1806600,,,,,,,,,,,,,,,,,,,,,,,,,,
32872,,,,,,,,,,,,,,,,,,,,,,1843840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3328900,,,,,,,,,,
32866,,,,,,,,,8509130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32862,,,,,,,,19543100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32860,,,,,,,,,,,,,,,,,,1917430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4732070,,,,,,,,,,,,
32851,,,,,,,8706630,,,,,,,,,,,,,,,,,,,,7445420,,,,,,,,,,,,,,,,,,,,,,,11785500,,,,,,,,,,,
32850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27482200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32849,,,,,,,,,,,,,,,,,,,,,,,,,,,,27347000,,,,,,,,,,,,,,,,,,,,,,,2575520,,,,,,,,,,
32846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2577420,,,,,,,,,,,,,,,,,,,,,,,
32842,,,,,,,,,,,,,2309780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407563,,,,,,
32831,,,,,,,,,8176100,,,,,,,,,,,,,,,,,,,,,,23393100,13036600,5180780,,,,,,,,,,,,,,,,,,,9705780,,,,,,,,,
32830,,,,,,,,,,7888370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3691330,,,,,,,,,,
32825,,,,,,,,,,,,,,,,,,,,,,1718410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12738500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32812,,,,,,,,,,,2970780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812750,,,,,,,,,,,,,
32810,,,,,,,,,,,,,,,,,,,,,,,3127490,,,,,9279440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32808,,,,,,,,4757520,,,,,,,,,,,,,,,,,,,,,21135700,,,,,,,,,,,,,,,,,,,,,9600050,,,,,,,,,,,
32806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8042950,,,,,,,,,,,,
32805,,,,,,,,,,,,,,,,,,,,,,,,,,,10426700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32803,,,,,,9110030,4333920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128660,,,,,,,,,,,,,,,
32800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755516,,,,,,,,,,,,,,,,
32797,,,,2569330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32791,,,,,,,,,,21173000,,,,,,,,,,,,,,,4918240,,,,,,,,8538740,,,,,,,,,,,,,,,,,,10866100,,,,,,,,,,
32790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11835700,,,,,,,,,
32789,,,,,,,,,25625400,,,,,,,,,,,,,,,,,,,,,21887700,,15720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2053970,,,,,,,,,,,,,,,,,,,,,,,,,
32787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800220,,,,,,,,,,,,,,,,,,,,,,,,,,,
32786,,,,,,,,,,,,,,,,,,,,,,,,,,3965400,,,,,,,,,,,,,,1482410,,,,,,,,,,,,,,,,,,,,,
32785,,,,,,,,,,,,,,,,,,,,2130070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910810,5604090,,,,,,,,,,,
32782,,,,,,,,,,,,,,,,,,,,,,,,,,,7792210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32781,,,,,,,,,,,,,,,,,,,,,,1238520,,,,,,10659800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28520500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605853,,,,,,
32770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106220,,,,,,,,
32766,,,,,,,,,,,,,,,,,,,,,,,2390350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32763,,,,,,,,,,,,,,,,,,,,,,,,,,,8130730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4790600,,,,,,,,,,,,
32761,,,,,,,11651700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2496640,,,,,,,,,,,,,
32746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221730,
32745,,,,,,,,18590500,,,,,,,,,1863830,,,,,,,,,,,,,,,,,,1982130,,,,,,,,,,,,,,,,,,,,,,,,,,
32744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26706300,,,,,,,,,,,,,,,,,,,,6086980,13008100,,,,,,,,,,,
32743,,,,,7524390,,,,,,,,,,,,,,4081520,,,,,,,,10827700,,,25322600,,,,,,,,,,,,,,,,,,,,,,,,,590746,,,,,,
32741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3101970,,,,,,,,,,,,,,,,,,13229000,,,,,,,,,,
32740,,,,,,,,,16495900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242053
32737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11572200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32735,,,,,,,,,,7068830,,,,,,,,,,,,,,,,,,,,,26014300,,,,,,,,,,,,,,,,,,,,,10993300,,,,,,,,,
32734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59551.3,,,,,,,,,,,,,,,,,,,
32725,,,,6772680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
